nome,municipio,telefone,email
JOANA APARECIDA RODRIGUES EMEI,SANTO ANTONIO DO ARACANGUA,(018) 0000000-0000 / (018) 0003604-1296,EMEI.JOANAAR@YAHOO.COM.BR
JOANITA GALVAO SAMPAIO EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-1724,JGS.EDUC@ARACATUBA.SP.GOV.BR
JOAQUIM ABILIO FERREIRA EMEI,VALPARAISO,(018) 0000000-0000 / (018) 0003401-1410,EDUCACAO@VALPARAISO.SP.GOV.BR
JOAQUIM DIBO PROFESSOR EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-4290,JOAQUIMDIBO@HOTMAIL.COM
JOAQUIM FERNANDES PROFESSOR EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-3747,JF.EDUC@ARACATUBA.SP.GOV.BR
JOAQUIM MARQUES DE OLIVEIRA DOUTOR CRECHE MUNICIPAL,GUARARAPES,(018) 0000000-0000 / (018) 0003606-4980,EDUCACAO@GUARARAPES.SP.GOV.BR
JOSE DE CASTRO EMEF,VALPARAISO,(018) 0000000-0000 / (018) 0003401-1165,JCASTRO1165@HOTMAIL.COM
JOSE HERCULANO DE ARAUJO ORDINI PROFESSOR EMEB,ARACATUBA,(018) 0003608-7646 / (018) 0003608-7745,JHAO.EDUC@ARACATUBA.SP.GOV.BR
JOSE MACHADO NETO PROFESSOR EMEB,ARACATUBA,(018) 0003624-3731 / (018) 0003624-9786,JMN.EDUC@ARACATUBA.SP.GOV.BR
JOSE ROSSI NETO PROFESSOR EMEB,GUARARAPES,(018) 0003606-0375 / (018) 0003606-1234,EDUCACAO.GUARARAPES@TERRA.COM.BR
JUDITH NIEMEYER DOS SANTOS CRECHE,GUARARAPES,(018) 0000000-0000 / (018) 0003606-4979,EDUCACAO@GUARARAPES.SP.GOV.BR
JULIETA ARRUDA CAMPOS EMEB,ARACATUBA,(0) 0000000-0000 / (0) 0003621-1748,EMEBJULIETA@GMAIL.COM
LAURO BITTENCOURT PROFESSOR EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003623-5091,EMEB.LAURO@GMAIL.COM
LEAO NOGUEIRA FILHO PROFESSOR EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003631-0724,LNF.EDUC@ARACATUBA.SP.GOV.BR
LEDA APARECIDA LIMA MARTINS PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003631-1151,LALM.EDUC@ARACATUBA.SP.GOV.BR
LEONISIA DE CASTRO EMEB,ARACATUBA,(000) 0003608-7574 / (000) 0003622-9424,EMEFLEONISIADECASTRO@IG.COM.BR
LUCILENE DO NASCIMENTO EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-3235,LN.EDUC@ARACATUBA.SP.GOV.BRBR
LUIZ APARECIDO BERTOLUCCI PROFESSOR EMEB,ARACATUBA,(018) 0003621-2973 / (018) 0099653-0614,LAB.EDUC@ARACATUBA.SP.GOV.BR
LUIZA GILBERTI SCATENA CRECHE MUNICIPAL,BENTO DE ABREU,(018) 0003601-1305 / (018) 0003601-9200,CRECHEBENTO21@HOTMAIL.COM
LUZIA DEANGELO SANCHES EMEB,GUARARAPES,(018) 0000000-0000 / (018) 0003606-2927,MEL_LCOSTA@HOTMAIL.COM
MARIA ADELAIDE CAMARGO CARDOSO PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003623-3311,MACC.EDUC@ARACATUBA.SP.GOV.BR
MARIA APARECIDA PIMENTEL FERRAZ EMEB,ARACATUBA,(018) 0003622-0136 / (018) 0099626-9931,MAPF.EDUC@ARACATUBA.SP.GOV.BR
MARIA DE FREITAS SOUZA PROFESSORA EMEB,ARACATUBA,(018) 0003623-6874 / (018) 0003625-1267,MFS.EDUC@ARACATUBA.SP.GOV.BR
MARIA DE LOURDES ALMEIDA MARTINS CRECHE,GUARARAPES,(018) 0003406-4409 / (018) 0003606-5157,CRECHE.MARIALAM@GMAIL.COM
MARIA HELENA DE FREITAS CARLI EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003624-6002,MHFC.EDUC@ARACATUBA.SP.GOV.BR
MARIA JOSE DE JESUS COSTA EMEF,SANTO ANTONIO DO ARACANGUA,(018) 0000000-0000 / (018) 0003604-1236,EMEFMARIAJJC@BOL.COM.BR
MARIANA GUEDES TIBAGY PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003631-3506,MGT.EDUC@ARACATUBA.SP.GOV.BR
MARIANA ZANCHETA VENTUROLLI PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-3613,MZV.EDUC@ARACATUBA.SP.GOV.BR
MARIAZINHA SANCHES DE OLIVEIRA COSTA MILOCH EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-0751,MSOM.EDUC@ARACATUBA.SP.GOV.BR
MARIO COVAS CRECHE MUNICIPAL GOVERNADOR,VALPARAISO,(018) 0000000-0000 / (018) 0003401-2184,EDUCACAO@VALPARAISO.SP.GOV.BR
MARIO DE MOURA PROFESSOR EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003608-7656,MM.EDUC@ARACATUBA.SP.GOV.BR
NEYDE SIMAO DA MATTA PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003631-4215,NSM.EDUC@ARACATUBA.SP.GOV.BR
NORMA GAZONI MARTINS PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-1137,NGM.EDUC@ARACATUBA.SP.GOV.BR
ODETTE ABUJANRA ASSEIS PROFESSORA EMEI,VALPARAISO,(018) 0000000-0000 / (018) 0003401-4398,EDUCACAO@VALPARAISO.SP.GOV.BR
ODETTE COSTA BODSTEIN PROFA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-5827,OCB.EDUC@ARACATUBA.SP.GOV.BR
PERSIO SCATENA GARCIA PROFESSOR EMEF,VALPARAISO,(018) 0000000-0000 / (018) 0003401-1848,PERSIOSCATENA@YAHOO.COM.BR
RENATO DE FREITAS EMEF,RUBIACEA,(000) 0003657-1113 / (000) 0003697-1117,EDUCA.CULTURA@RUBIACEA.SP.GOV.BR
ROSELI DE OLIVEIRA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003624-3250,RO.EDUC@ARACATUBA.SP.GOV.BR
RUBIACEA EMEF,RUBIACEA,(000) 0000000-0000 / (000) 0003697-1129,EDUCA.CULTURA@RUBIACEA.SP.GOV.BR
SELMA MARIA TREVELIN DE JESUS EMEB,ARACATUBA,(018) 0003609-4221 / (018) 0003609-4252,MMSOALEGRIA@UOL.COM.BR
SERGIO ESGALHA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003631-3384,SE.EDUC@ARACATUBA.SP.GOV.BR
SILENE MARIA BARRETO EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-8314,DADOSESCOLARES.SME@ARACATUBA.SP.GOV.BR
SONIA MARIA CORREA PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-3884,SMC.EDUC@ARACATUBA.SP.GOV.BR
SUZANA ECHELON ORTIZ PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-2748,SEO.EDUC@ARACATUBA.SP.GOV.BR
VALDIVINA SPINOLA DE MORAES NEVES EMEI,BENTO DE ABREU,(018) 0000000-0000 / (018) 0003601-1241,EMEIPROFVALDIVINA@GMAIL.COM
VICTOR RIBEIRO MAZZEI MONSENHOR EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-6471,MVRM.EDUC@ARACATUBA.SP.GOV.BR
WALDEMAR ALVES EMEI CRECHE,VALPARAISO,(018) 0000000-0000 / (018) 0003401-1944,EDUCACAO@VALPARAISO.SP.GOV.BR
ZELMA VENANCIO PROFESSORA EMEB,GUARARAPES,(018) 0003406-0310 / (018) 0003606-1234,EDUCACAO.GUARARAPES@TERRA.COM.BR
ZILDA ARNS NEUMANN DOUTORA EMEB,ARACATUBA,(0) 0000000-0000,ESCOLASDOSASSENTAMENTOS@GMAIL.COM
ADELINA LEITE AMARAL CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003322-8808,CERADELINA@EDUCARARAQUARA.COM
ADELINO BORDIGNON EM,MATAO,(016) 0000000-0000 / (016) 0003382-8600,EMADELINO@MATAO.SP.GOV.BR
ADOLPHO THOMAS DE AQUINO EMEF,MOTUCA,(0) 0003348-1147 / (0) 0003348-1309,ADOLPHO@MOTUCA.SP.GOV.BR
AFFONSO LEMOS PROF CENTRO EDUCATIVO CRECHE EMEI,MATAO,(016) 0003382-1010 / (016) 0003383-4050,EMEIBOMJESUS@MATAO.SP.GOV.BR
ALBINA MARCHESAN DE FREITAS DONA BINA EMEI,MATAO,(000) 0000000-0000 / (000) 0003394-2414,EMEIAZULVILLE@MATAO.SP.GOV.BR
ALESCIO GONCALVES DOS SANTOS CENTRO DE EDUCACAO,ARARAQUARA,(016) 0000000-0000 / (016) 0003339-5991,CECALESCIO@EDUCARARAQUARA.COM
ALFREDO EVANGELISTA NOGUEIRA EMEF,TRABIJU,(016) 0003349-1089 / (016) 0003349-1242,EDUCACAO@TRABIJU.SP.GOV.BR
ALTAMIRA AMORIM MANTESE PROFA EMEF,ARARAQUARA,(016) 0000000-0000 / (016) 0003324-3420,EMEFALTAMIRA@EDUCARARAQUARA.COM
ALVARO WALDEMAR COLINO CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003339-6099,CERALVARO@EDUCARARAQUARA.COM
AMELIA FAVERO MANINI CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003333-5876,CERAMELIA@EDUCARARAQUARA.COM
AMERICO RONCALLI EMEF,AMERICO BRASILIENSE,(016) 0000000-0000 / (016) 0003392-5013,DIRETORIARONCALLI@HOTMAIL.COM
ANGELO LORENZETI CENTRO DE EDUCACO E RECREACAO,ARARAQUARA,(016) 0000000-0000 / (016) 0003331-1887,CERANGELO@EDUCARARAQUARA.COM
ANITA FERRAZ MALZONI EMEF,NOVA EUROPA,(016) 0000000-0000 / (016) 0003387-1717,EMEFANITANE@YAHOO.COM
ANNA MARIA MAZZALI EMEF,BOA ESPERANCA DO SUL,(016) 0000000-0000 / (016) 0003326-4020,EDUCACAO@BOAESPERANCA.SP.GOV.BR
ANTONIA CAMMAROSANO BARSAGLINI EMEIEF,GAVIAO PEIXOTO,(016) 0003308-1505 / (016) 0003338-9999,
ANTONIO CARLOS MANZINI PROF EMEF,MATAO,(016) 0000000-0000 / (016) 0003394-3282,EMEFNOVACIDADE@MATAO.SP.GOV.BR
ANTONIO CUSTODIO DE LIMA CENTRO DE EDUCACAO E RECREACAO,ARARAQUARA,(016) 0000000-0000 / (016) 0003334-2235,CERANTONIOCUSTODIO@EDUCARARAQUARA.COM
ANTONIO TAVARES PEREIRA LIMA CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003337-9751,CERANTONIOTAVARES@EDUCARARAQUARA.COM
ANUNCIATA LIA DAVID CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003334-2183,CERANUNCIATA@EDUCARARAQUARA.COM
APPARECIDA RAGASSI MASSELANI EMEI E CRECHE,MATAO,(000) 0000000-0000 / (000) 0003384-8555,EMEIALIANCA@MATAO.SP.GOV.BR
AUGUSTO COSTA CENTRO MUNICIPAL DE EDUCACAO INFANTIL,RINCAO,(000) 0000000-0000 / (000) 0003395-7138,CMEIAUGUSTOCOSTA@GMAIL.COM
BENTA MARIA RAGASSI SCUTTI EMEF,MATAO,(016) 0000000-0000 / (016) 0003383-7400,EMEFCAIC@MATAO.SP.GOV.BR
BERNARDO PLATE PADRE CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003322-7346,CERPADREBERNARDO@EDUCARARAQUARA.COM
CARMELITA GARCEZ CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003322-7044,CERCARMELITA1@EDUCARARAQUARA.COM
CAROLINA OMETTO PAVAN CER,AMERICO BRASILIENSE,(016) 0000000-0000 / (016) 0003392-6216,CERCAROLINA@HOTMAIL.COM
CATHARINA TOLEDO GERDIS PROFA EMEI,MATAO,(016) 0003383-4050 / (016) 0003384-8351,EMEIPEREIRA@MATAO.SP.GOV.BR
CELSO DE BARROS PERCHE PREFEITO EMEF,MATAO,(000) 0003382-8700 / (000) 0003382-8701,EMEFCAJU@MATAO.SP.GOV.BR
CENTRO DE EDUCACAO E RECREACAO LEATRICE RODRIGUES AFFONSO,ARARAQUARA,(016) 0000000-0000 / (016) 0003322-3441,CERLEATRICE@EDUCARARAQUARA.COM
CER CERES CARREIRA DOS ANJOS,AMERICO BRASILIENSE,(016) 0000000-0000 / (016) 0003392-3583,SECR.EDUCACAO@EDUCACAOAMERICOBRASILIENSE.SP.GOV.BR
CER MARIA APARECIDA MEGDA MOREIRA,AMERICO BRASILIENSE,(016) 0000000-0000 / (016) 0099745-4568,CERMARIAMEGDA@GMAIL.COM
CER PROFESSOR DOUTOR JOSE ALFREDO AMARAL GURGEL,ARARAQUARA,(016) 0000000-0000 / (016) 0003339-5004,CERJOSEALFREDO@EDUCARARAQUARA.COM
CLARICE MENDONCA PROFA EMEI,MATAO,(016) 0003382-6645 / (016) 0003383-4050,EMEISTACRUZ@MATAO.SP.GOV.BR
CLODOALDO MEDINA PREFEITO CENTRO DE EDUCACAO E RECREACAO,ARARAQUARA,(016) 0003331-6488 / (016) 0098152-9007,CERCLODOLADO@EDUCARARAQUARA.COM
CONCHETA SMIRNE MENDONCA CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003332-6890,CERCONCHETA@EDUCARARAQUARA.COM
COTINHA BARROS DONA CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003337-9417,CERDONACOTINHA@EDUCARARAQUARA.COM
CRECHE ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PREFEITO ALAOR BUZZA,NOVA EUROPA,(016) 0000000-0000 / (016) 0003387-1315,
CRECHE MUNICIPAL PRIMEIROS PASSOS,NOVA EUROPA,(016) 0000000-0000 / (016) 0003387-1476,EDUCACAO@NOVAEUROPA.SP.GOV.BR
CRIANCA FELIZ EMEI,NOVA EUROPA,(016) 0000000-0000 / (016) 0003387-1300,EDUCACAOINFANTILEMEICF@GMAIL.COM
CYRO GUEDES RAMOS CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003311-6799,CERCYRO@EDUCARARAQUARA.COM
DARCY DALLE VEDOVE PROFESSOR EMEI,MATAO,(000) 0000000-0000 / (000) 0003382-1012,EMEIALIANCA2@MATAO.SP.GOV.BR
DONA CARMELITA GARCEZ II CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003322-4844,CERCARMELITA2@EDUCARARAQUARA.COM
EDITH IRMA NUCLEO DE EDUC DE JOVENS E ADULTOS,ARARAQUARA,(016) 0000000-0000 / (016) 0003334-2306,NEJA@EDUCARARAQUARA.COM
EDMILSON DE NOLA SA VEREADOR EMEF,ARARAQUARA,(016) 0000000-0000 / (016) 0003336-3180,EMEFEDMILSON@EDUCARARAQUARA.COM
EDUARDO BORGES COELHO CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003311-6843,CEREDUARDO@EDUCARARAQUARA.COM
ELIZINHA BUENO PROFA EMEI,MATAO,(016) 0003383-4050 / (016) 0003384-8332,EMEIPARAISO@MATAO.SP.GOV.BR
ELOA DO V QUADROS CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003322-6675,CERELOA@EDUCARARAQUARA.COM
ELSA DA CRUZ MELO PROFA CEMEI,RINCAO,(016) 0000000-0000 / (016) 0003395-1137,CEMEIELSA@GMAIL.COM
EMEF ATEMARO RODRIGUES DE SOUZA,AMERICO BRASILIENSE,(016) 0000000-0000 / (016) 0003392-2974,ATEMARO.RODRIGUES@HOTMAIL.COM
EMEF PROF ANA DA CUNHA VIANNA,BOA ESPERANCA DO SUL,(016) 0000000-0000 / (016) 0099798-5045,EMEFACV2@GMAIL.COM
EMEF VEREADOR ANTONIO JARBAS BERALDO,BOA ESPERANCA DO SUL,(0) 0000000-0000 / (0) 0003346-0230,EDUCACAO@BOAESPERANCA.SP.GOV.BR
EMEI ANTONIO LOURENCO MORALES,TRABIJU,(016) 0000000-0000 / (016) 0003349-1089,EMEI.ALM@TRABIJU.SP.GOV.BR
EMEI CASAL PAULO MARCONDES CIARLO E MARIA DE LOURDES CINTRA SILVA MARCONDES CIARLO,MATAO,(0) 0000000-0000,EMEILARANJEIRAS@MATAO.SP.GOV.BR
EMEI JOAO SERRA HORAMOS FILHO,NOVA EUROPA,(016) 0000000-0000 / (016) 0003387-1594,PAULAPORTOLANI49@GMAIL.COM
EMEI RACHEL AFFONSO GIANSANTE,SANTA LUCIA,(016) 0000000-0000 / (016) 0003396-1630,EDUCACAOSL@BOL.COM.BR
ERMIDES BARSAGLINI GULLA,GAVIAO PEIXOTO,(016) 0000000-0000 / (016) 0003308-0264,SECRETARIA.EBG@GAVIAOPEIXOTO.SP.GOV.BR
ESCOLA MUNICIPAL TANIOS ZBEIDI,SANTA LUCIA,(016) 0000000-0000 / (016) 0003396-1632,ESCOLATANIOSZBEIDI@BOL.COM.BR
EUDOXIA PINTO FERRAZ CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003339-6116,CEREUDOXIA@EDUCARARAQUARA.COM
EUGENIO TROVATTI EMEF,ARARAQUARA,(000) 0003331-2133 / (000) 0003335-0874,EMEFEUGENIO@EDUCARARAQUARA.COM
EUNICE BONILHA DE TOLEDO PIZA CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003324-8769,CEREUNICE@EDUCARARAQUARA.COM
FAZENDA TAMANDUA EMEF DO CAMPO,MATAO,(016) 0000000-0000 / (016) 0003382-8600,EMEITAMANDUA@MATAO.SP.GOV.BR
FERMINO FECHIO CENTRO SOCIAL,MATAO,(000) 0003382-6833 / (000) 0003383-4050,EMEIACACIAS@MATAO.SP.GOV.BR
FRANCISCO METIDIERI PREFEITO EMEF,NOVA EUROPA,(016) 0000000-0000 / (016) 0003387-1222,EMEFMETIDIERI@YAHOO.COM.BR
FUNDECITRUS CENTRO DE EDUCACAO,ARARAQUARA,(016) 0000000-0000 / (016) 0003334-2257,CECFUNDECITRUS@EDUCARARAQUARA.COM
GILDA ROCHA DE MELLO E SOUZA EMEF,ARARAQUARA,(016) 0003324-4579 / (016) 0003324-8630,EMEFGILDA@EDUCARARAQUARA.COM
GREGORIO HUBERTO BEULE PADRE EM,SANTA LUCIA,(016) 0000000-0000 / (016) 0003396-1125,ESCOLA.PADRE1@GMAIL.COM
HELENA BORSETTI PROFA EMEF,MATAO,(016) 0003389-1020 / (016) 0003389-1293,EMEFTURVO@MATAO.SP.GOV.BR
HELENA LIAN PROFA EMEI,MATAO,(016) 0003383-4050 / (016) 0003384-9610,EMEIBOSQUE@MATAO.SP.GOV.BR
HENRIQUE SCABELLO PROF EMEF,ARARAQUARA,(016) 0003332-2411 / (016) 0003334-2224,EMEFHENRIQUE.SECRETARIA@EDUCARARAQUARA.COM
HERMINIO PAGOTTO PROF EMEFR,ARARAQUARA,(016) 0000000-0000 / (016) 0003311-7311,EMEFHERMINIO@EDUCARARAQUARA.COM
HILDEBERTO CHIERICE PROFESSOR EMEI,MOTUCA,(016) 0000000-0000 / (016) 0009638-8619,ESC.HILDEBERTO@MOTUCA.SP.GOV.BR
HILDEGARD MICKE BUZZA CRECHE MUNICIPAL,NOVA EUROPA,(016) 0000000-0000 / (016) 0003387-1476,HILDEGARDINFANTIL@YAHOO.COM
HONORINA COMELLI LIA CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003324-8795,CERHONORINA@EDUCARARAQUARA.COM
IRACEMA NOGUEIRA CENTRO DE EDUC ESCOLA MUN DE DANCA,ARARAQUARA,(016) 0000000-0000 / (016) 0003301-1929,ESCOLADEDANCAGESTAO@EDUCARARAQUARA.COM
IRES BOCCHI MARCHESAN EMEI,MATAO,(019) 0000000-0000 / (019) 0003394-2053,EMEISAOJOSE@MATAO.SP.GOV.BR
ITALINA FREITAS FERREIRA CARUZO PROFA EMEI,MATAO,(016) 0003383-4050 / (016) 0003383-7411,EMEICAIC@MATAO.SP.GOV.BR
JACOMINA FILIPPI SAMBIASE CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003311-6880,CERJACOMINA@EDUCARARAQUARA.COM
JARDIEL LORETTO PREFEITO CEMEB,RINCAO,(016) 0000000-0000 / (016) 0003395-1157,CEMEB.RINCAO@GMAIL.COM
JAYME CALVO PROF RECANTO INFANTIL,SANTA LUCIA,(016) 0000000-0000 / (016) 0003396-1435,RECANTOINFANTILSTALUCIA@GMAIL.COM
JOANA MARIA B GUEDES CIMEI,BOA ESPERANCA DO SUL,(0) 0000000-0000 / (0) 0003326-4020,EDUCACAO@BOAESPERANCA.SP.GOV.BR
JOAO BAPTISTA PEREIRA DE ALMEIDA DR EMEF,AMERICO BRASILIENSE,(016) 0000000-0000 / (016) 0003392-1114,EMEFJOAOBAPTISTA@HOTMAIL.COM
JOAO FECHIO PREFEITO EMEI,MATAO,(000) 0000000-0000 / (000) 0003384-5101,EMEIJOAOFECHIO@MATAO.SP.GOV.BR
JOAO NONIS CENTRO SOCIAL CRECHE EMEI,MATAO,(016) 0003382-6644 / (016) 0003383-4050,EMEICARDIM@MATAO.SP.GOV.BR
JOSE AMARAL VELLOSA CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003337-9384,CERJOSEDOAMARAL@EDUCARARAQUARA.COM
JOSE ENIO CASALECCHI PROF CENTRO DE EDUCACAO E RECREACAO,ARARAQUARA,(016) 0000000-0000 / (016) 0003301-1900,CERJOSEENIO@EDUCARARAQUARA.COM
JOSE PIZANI CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003322-8647,CERJOSEPIZANI@EDUCARARAQUARA.COM
JOSE ROBERTO PADUA DE CAMARGO PROFESSOR EMEF,ARARAQUARA,(000) 0000000-0000 / (000) 0003335-2070,EMEFJOSEROBERTO@EDUCARARAQUARA.COM
JOSE SERVIDONI DR EMEF,RINCAO,(016) 0003395-2045 / (016) 0003395-2112,EMEF-SERVIDONI@RINCAO.SP.GOV.BR
JUDITH DE BARROS BATELLI CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003324-6418,CERJUDITH@EDUCARARAQUARA.COM
LEILA LUCIA DIAS DE TOLEDO PIZA DURANTE CER,AMERICO BRASILIENSE,(016) 0000000-0000 / (016) 0003392-3378,CER.LEILALUCIA@HOTMAIL.COM
LEONOR MENDES DE BARROS CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003331-1135,CERLEONOR@EDUCARARAQUARA.COM
LIDIA BUZZO FUZARO CRECHE BERCARIO,SANTA LUCIA,(000) 0000000-0000 / (000) 0003396-1630,
LILIANE MAURICIO CENTRO DE EDUCACAO E RECREACAO,AMERICO BRASILIENSE,(016) 0003392-3131 / (016) 0003392-3583,CER.LILIANEMAURICIO@HOTMAIL.COM
LOURDES APPARECIDA CARVALHO PRADA PROF CENTRO DE EDUCACAO E RECREACAO,ARARAQUARA,(016) 0000000-0000 / (016) 0003324-0651,CERLOURDES@EDUCARARAQUARA.COM
LUCIA MARIANA ROMANIA BERTI EMEF,AMERICO BRASILIENSE,(016) 0000000-0000 / (016) 0003392-4254,EMEF.DONALUCIA@HOTMAIL.COM
LUIZ ROBERTO SALINAS FORTES PROFESSOR EMEF,ARARAQUARA,(016) 0000000-0000 / (016) 0003336-3536,EMEFLUIZROBERTO@EDUCARARAQUARA.COM
MARA RUBIA LOURENCO GOES PROFA CER,AMERICO BRASILIENSE,(016) 0000000-0000 / (016) 0003392-6484,CER.MARA@HOTMAIL.COM
MARIA AMELIA ORTIZ GANDINI PROFA EMEI,MATAO,(016) 0003383-4050 / (016) 0003384-8202,EMEIALVORADA@MATAO.SP.GOV.BR
MARIA APPARECIDA DE AZEVEDO BOZUTTI PROFA CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003324-8084,CERMARIAAPARECIDA@EDUCARARAQUARA.COM
MARIA BARCAROLLA FILIE CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003322-7875,CERMARIABARCAROLLA@EDUCARARAQUARA.COM
MARIA CUSTODIO ROSIM CIMEI,BOA ESPERANCA DO SUL,(016) 0000000-0000 / (016) 0099716-1686,CIMEI1@BOAESPERANCA.SP.GOV.BR
MARIA DA GLORIA FONSECA SIMOES CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003331-1529,CERMARIADAGLORIA@EDUCARARAQUARA.COM
MARIA DE LOURDES SILVA PRADO PROFA EMEF,ARARAQUARA,(016) 0003311-8500 / (016) 0099799-3926,EMEFMARIADELOURDES@EDUCARARAQUARA.COM
MARIA ENAURA MALAVOLTA MAGALHAES CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003331-1499,CERMARIAENAURA@EDUCARARAQUARA.COM
MARIA IGNES MENIN BIFFI EMEF,RINCAO,(000) 0000000-0000 / (000) 0003395-7200,MENINBIFFI@GMAIL.COM
MARIA JOSE PAHIN DA PORCIUNCULA CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003333-3368,CERMARIAJOSE@EDUCARARAQUARA.COM
MARIA LUIZA MALZONI ROCHA LEITE EMEIF,MOTUCA,(016) 0003348-1116 / (016) 0003348-1661,ESC.MARIALUIZA@MOTUCA.SP.GOV.BR
MARIA PRADELLI MALARA CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003324-8071,CERMARIAPRADELLI@EDUCARARAQUARA.COM
MARIA RENATA LUPO BO CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003332-7047,CERMARIARENATA@EDUCARARAQUARA.COM
MARIALICE LIA TEDDE CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003334-2267,CERMARIALICE@EDUCARARAQUARA.COM
MARIO CAVARETTI FILHO PADRE CENTRO EDUCACAO E RECREACAO,ARARAQUARA,(016) 0000000-0000 / (016) 0003337-9515,CERPADREMARIO@EDUCARARAQUARA.COM
MARIO LUIZ BERALDO COSTA VEREADOR EMEF,BOA ESPERANCA DO SUL,(016) 0000000-0000 / (016) 0003346-5310,EDUCACAO@BOAESPERANCA.SP.GOV.BR
MARISA GOES WANDERLEY CAEE,ARARAQUARA,(016) 0000000-0000 / (016) 0003333-3087,CAEE@EDUCARARAQUARA.COM
MARTHA FERREIRA DA CRUZ EMEF,GAVIAO PEIXOTO,(016) 0000000-0000 / (016) 0003338-8760,EMEF.MARTHA@GAVIAOPEIXOTO.SP.GOV.BR
NAE NUCLEO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO  LUME,MATAO,(016) 0000000-0000 / (016) 0003382-6771,REB.SANTOS7@GMAIL.COM
NELSON CHIOZZINI CRECHE,MATAO,(000) 0003382-1188 / (000) 0003383-4050,CRECHEPOPULAR@MATAO.SP.GOV.BR
NILVA CAZETO KFOURI PROFA EMEF,NOVA EUROPA,(000) 0000000-0000 / (000) 0003387-1700,EMEFJARDIMSP@YAHOO.COM
NILZA FAGNANI BARSAGLINI EMEI,GAVIAO PEIXOTO,(016) 0000000-0000 / (016) 0003338-8758,CRECHE.NILZA@GAVIAOPEIXOTO.SP.GOV.BR
OLGA FERREIRA CAMPOS PROFA EMEF,ARARAQUARA,(016) 0003333-2967 / (016) 0003336-0544,EMEFOLGA@EDUCARARAQUARA.COM
PIAQUARA PROFA LECTICIA VITTA FILPI CENTRO DE EDUCACAO,ARARAQUARA,(016) 0000000-0000 / (016) 0003337-9631,CECPIAQUARA@EDUCARARAQUARA.COM
PREFEITO RUBENS CRUZ II CER,ARARAQUARA,(016) 0000000-0000 / (016) 0003324-0996,CERRUBENS2@EDUCARARAQUARA.COM
RAFAEL DE MEDINA EMEF,ARARAQUARA,(016) 0003322-2611 / (016) 0003333-7090,EMEFRAFAEL@EDUCARARAQUARA.COM
